rawX;rawY;rawZ;timestampsensorType;
0,22555295;-0,26477954;10,620602;1124;0
0,35303938;-0,61781895;10,728475;1134;0
0,51975244;-0,97085834;10,797121;1143;0
0,6668522;-1,2944778;11,101128;1154;0
0,6668522;-1,4317709;11,346293;1164;0
0,5491724;-1,3140911;11,552234;1174;0
0,51975244;-1,1571847;11,689527;1186;0
0,5491724;-1,1571847;11,885659;1194;0
0,6276256;-1,4219642;12,00334;1204;0
0,6472389;-1,6377105;12,581932;1214;0
0,3334261;-2,0397832;12,905551;1223;0
0,17651969;-2,3045628;13,042844;1233;0
0,18632634;-2,3143694;13,709697;1243;0
0,16671304;-2,2555294;14,278482;1253;0
0,02941995;-2,3928225;14,298096;1264;0
-0,10787315;-2,5889556;13,974476;1274;0
-0,06864655;-2,520309;13,75873;1283;0
-0,0196133;-2,432049;13,55279;1296;0
0,0196133;-2,4516625;13,484143;1303;0
0,0196133;-2,432049;13,356657;1313;0
0,088259846;-2,4222424;13,268397;1324;0
0,088259846;-2,4222424;13,268397;1334;0
0,16671304;-2,294756;13,209558;1346;0
0,16671304;-2,294756;13,209558;1353;0
0,1372931;-2,2163029;13,131104;1363;0
-0,0196133;-1,6279038;12,699612;1375;0
-0,0196133;-1,6279038;12,699612;1384;0
-0,0196133;-1,3533176;12,542705;1393;0
-0,049033247;-1,2062179;12,248506;1405;0
-0,17651969;-1,1964113;11,944499;1414;0
-0,098066494;-1,6180972;11,70914;1424;0
-0,088259846;-2,2064962;11,640493;1434;0
-0,0392266;-2,4222424;11,444361;1443;0
0,06864655;-1,6867437;11,032481;1453;0
-0,36284605;-1,7651969;11,875853;1463;0
-0,61781895;-1,8338435;11,915079;1473;0
-0,69627213;-1,4121575;11,32668;1483;0
-0,74530536;-1,0493115;11,101128;1493;0
-0,75511205;-0,92182505;11,071708;1503;0
-0,88259846;-0,8727918;10,924608;1515;0
-1,0002782;-0,93163174;10,846154;1523;0
-1,0591182;-1,0296983;10,748088;1533;0
-1,0395049;-1,2552512;10,689248;1543;0
-1,0296983;-1,5494506;10,806928;1553;0
-0,9904716;-1,7651969;10,836348;1564;0
-0,98066497;-1,8044236;10,620602;1574;0
-0,8139519;-1,7455837;10,267562;1583;0
-0,5491724;-1,5298374;9,855683;1594;0
-0,36284605;-1,2552512;9,394771;1604;0
-0,1569064;-0,92182505;8,982891;1613;0
0,0196133;-0,7256921;8,639658;1626;0
0,049033247;-0,6472389;8,3846855;1633;0
-0,0196133;-0,7649187;8,16894;1644;0
-0,1372931;-0,97085834;8,100293;1653;0
-0,2157463;-1,0983448;8,13952;1663;0
-0,088259846;-1,1866046;8,325846;1674;0
-0,0196133;-1,2160245;8,365072;1683;0
0,02941995;-1,3042845;8,355266;1694;0
0,02941995;-1,5298374;8,335652;1704;0
-0,1372931;-1,8436501;8,678885;1714;0
-0,1569064;-1,9221034;8,531785;1723;0
-0,14709975;-1,6965504;8,267006;1736;0
-0,18632634;-1,5200307;8,257199;1745;0
-0,14709975;-1,372931;8,227779;1753;0
-0,16671304;-1,1866046;8,080679;1764;0
-0,1569064;-1,0983448;7,963;1773;0
-0,12748645;-1,0395049;7,982613;1783;0
-0,02941995;-0,9610517;8,041452;1794;0
0,049033247;-0,92182505;8,090487;1804;0
0,1372931;-0,93163174;8,1983595;1814;0
0,2157463;-1,0002782;8,159133;1824;0
0,22555295;-1,0296983;8,080679;1833;0
0,18632634;-1,0296983;7,982613;1846;0
0,1569064;-0,9610517;7,9924197;1856;0
0,098066494;-0,9414384;8,0120325;1864;0
0,0588399;-0,88259846;8,0120325;1873;0
-0,02941995;-0,8041453;8,041452;1883;0
-0,14709975;-0,65704554;8,227779;1893;0
-0,26477954;-0,44129923;8,345459;1903;0
-0,26477954;0,0196133;8,237586;1913;0
-0,2157463;0,0784532;7,953193;1923;0
-0,06864655;0,0392266;8,188553;1935;0
0,20593965;-0,0588399;8,4925585;1943;0
0,38245934;-0,0588399;8,129713;1955;0
0,19613299;0,098066494;8,021839;1963;0
0,12748645;0,18632634;8,276813;1974;0
0,2157463;0,1569064;8,394492;1986;0
0,2353596;0,10787315;8,453332;1994;0
0,12748645;0,10787315;8,580818;2004;0
0,06864655;0,16671304;8,845598;2013;0
0,00980665;0,2549729;9,090764;2023;0
-0,02941995;0,2745862;9,208445;2033;0
-0,02941995;0,2353596;9,149604;2043;0
0,0196133;0,2941995;9,071151;2053;0
0,0784532;0,35303938;8,904438;2065;0
0,0784532;0,35303938;8,963278;2073;0
0,098066494;0,34323275;8,973084;2084;0
0,10787315;0,34323275;8,973084;2093;0
-0,1176798;0,48052585;9,414384;2106;0
-0,1176798;0,48052585;9,414384;2113;0
-0,2745862;0,5393657;9,639936;2123;0
-0,37265268;0,5295591;9,787037;2134;0
-0,37265268;0,51975244;9,767424;2144;0
-0,36284605;0,49033248;9,757616;2153;0
-0,36284605;0,4707192;9,747809;2163;0
-0,34323275;0,51975244;9,669356;2175;0
-0,32361946;0,5001391;9,492837;2184;0
-0,30400613;0,51975244;9,375157;2193;0
-0,2549729;0,5295591;9,267284;2203;0
-0,2549729;0,5982056;9,080957;2213;0
-0,22555295;0,70607877;8,904438;2223;0
-0,19613299;0,84337187;8,767145;2233;0
-0,1176798;1,0198916;8,757339;2243;0
-0,06864655;1,1179581;8,659272;2253;0
0,02941995;1,1669914;8,512172;2263;0
0,049033247;1,2258313;8,404299;2274;0
-0,0196133;1,3140911;8,374879;2284;0
-0,1372931;1,4513842;8,414105;2293;0
-0,22555295;1,539644;8,433719;2304;0
-0,26477954;1,6377105;8,502365;2315;0
-0,30400613;1,7259704;8,571012;2323;0
-0,2745862;1,8240368;8,600431;2334;0
-0,2353596;1,8240368;8,639658;2343;0
-0,18632634;1,8534569;8,708305;2353;0
-0,16671304;1,90249;8,875018;2363;0
-0,16671304;1,8926834;9,071151;2374;0
-0,2157463;1,9417167;9,179024;2383;0
-0,30400613;1,9711366;9,365351;2395;0
-0,42168593;1,9711366;9,551677;2403;0
-0,5099458;1,9613299;9,77723;2413;0
-0,5393657;1,90249;9,914523;2423;0
-0,60801226;1,7848103;10,061623;2433;0
-0,6668522;1,6769371;10,179302;2443;0
-0,8041453;1,5690639;10,346016;2454;0
-0,92182505;1,3925443;10,581375;2463;0
-1,0100849;1,2258313;10,9442215;2474;0
-0,9610517;1,0591182;11,287454;2483;0
-0,93163174;0,9120184;11,67972;2493;0
-0,9022118;0,84337187;12,00334;2506;0
-0,9022118;0,7256921;12,228892;2515;0
-0,9904716;0,588399;12,366185;2523;0
-1,0296983;0,5001391;12,483865;2534;0
-1,0198916;0,37265268;12,532898;2543;0
-0,9904716;0,22555295;12,444638;2555;0
-0,92182505;0,12748645;12,228892;2564;0
-0,9022118;0,049033247;11,924886;2573;0
-0,9022118;0,0196133;11,483587;2583;0
-0,9610517;0,02941995;10,993255;2594;0
-1,0787314;0,06864655;10,502922;2603;0
-1,2062179;0,16671304;10,140076;2614;0
-1,3140911;0,2549729;9,826263;2624;0
-1,4415776;0,32361946;9,669356;2633;0
-1,4906107;0,34323275;9,60071;2643;0
-1,4513842;0,28439283;9,561483;2653;0
-1,3925443;0,2157463;9,551677;2663;0
-1,372931;0,1372931;9,54187;2674;0
-1,4808041;0,1176798;9,57129;2683;0
-1,5298374;0,098066494;9,60071;2695;0
-1,5200307;0,088259846;9,60071;2703;0
-1,5004175;0,0784532;9,610517;2716;0
-1,4906107;0,14709975;9,60071;2724;0
-1,5102241;0,2353596;9,522257;2733;0
-1,5788707;0,26477954;9,414384;2743;0
-1,5200307;0,32361946;9,218251;2753;0
-1,4513842;0,39226598;9,012311;2763;0
-1,3925443;0,4511059;8,855405;2773;0
-1,4219642;0,51975244;8,757339;2783;0
-1,4023509;0,5982056;8,757339;2793;0
-1,4121575;0,65704554;8,796565;2803;0
-1,4513842;0,69627213;8,816178;2819;0
-1,4415776;0,7649187;8,894631;2824;0
-1,4415776;0,7649187;8,894631;2834;0
-1,4611908;0,78453195;8,992698;2844;0
-1,4611908;0,78453195;8,992698;2853;0
-1,4906107;0,79433864;9,061344;2863;0
-1,5200307;0,83356524;9,120184;2873;0
-1,5788707;0,88259846;9,15941;2883;0
-1,6377105;0,88259846;9,257478;2894;0
-1,6573238;0,9414384;9,286898;2903;0
-1,5494506;0,951245;9,267284;2913;0
-1,3925443;1,0100849;9,257478;2925;0
-1,2062179;1,0983448;9,2378645;2933;0
-1,0885382;1,1277647;9,218251;2943;0
-0,9120184;1,1081514;9,345737;2953;0
-0,7747253;1,0983448;9,48303;2963;0
-0,7256921;1,0296983;9,57129;2974;0
-0,6472389;1,0395049;9,551677;2983;0
-0,6276256;1,1375713;9,57129;2994;0
-0,60801226;1,2454445;9,590903;3003;0
-0,588399;1,3631244;9,502644;3013;0
-0,5393657;1,4808041;9,502644;3023;0
-0,4511059;1,5298374;9,375157;3035;0
-0,40207264;1,5690639;9,326124;3044;0
-0,38245934;1,5690639;9,335931;3053;0
-0,36284605;1,5592573;9,4241905;3064;0
-0,34323275;1,5298374;9,551677;3075;0
-0,38245934;1,4808041;9,698776;3084;0
-0,42168593;1,4611908;9,95375;3094;0
-0,48052585;1,4121575;10,267562;3104;0
-0,48052585;1,3533176;10,502922;3113;0
-0,5099458;1,3140911;10,679441;3123;0
-0,5393657;1,3140911;10,767701;3134;0
-0,588399;1,2748644;10,993255;3146;0
-0,44129923;1,0787314;11,209001;3154;0
-0,2549729;0,70607877;11,454167;3165;0
-0,14709975;0,48052585;11,67972;3173;0
-0,1372931;0,3138128;11,954306;3185;0
-0,2157463;0,18632634;12,287732;3193;0
-0,4314926;0,10787315;12,552511;3204;0
-0,6864655;0,02941995;12,719225;3213;0
-0,88259846;-0,02941995;12,778065;3223;0
-0,93163174;-0,1569064;12,679998;3234;0
-0,9120184;-0,17651969;12,366185;3250;0
-0,8531785;-0,14709975;11,934692;3257;0
-0,79433864;-0,0392266;11,375713;3267;0
-0,6668522;0,02941995;10,8657675;3277;0
-0,5393657;0,1372931;10,404856;3286;0
-0,30400613;0,26477954;10,022396;3296;0
-0,0784532;0,35303938;9,68897;3306;0
0,19613299;0,4118793;9,473224;3316;0
0,4118793;0,44129923;9,375157;3328;0
0,6668522;0,5295591;9,296704;3336;0
0,83356524;0,57859236;9,247671;3346;0
1,0591182;0,6374322;9,296704;3358;0
1,0983448;0,6864655;9,286898;3366;0
1,0885382;0,8041453;9,247671;3376;0
1,0100849;0,9904716;9,149604;3386;0
0,84337187;1,1571847;9,080957;3396;0
0,6766588;1,2258313;8,953471;3406;0
0,56878567;1,3140911;8,845598;3416;0
0,48052585;1,4121575;8,718112;3426;0
0,4118793;1,4513842;8,600431;3436;0
0,3334261;1,4808041;8,463139;3446;0
0,2353596;1,5690639;8,276813;3456;0
0,1372931;1,6671305;8,119906;3469;0
0,1176798;1,7651969;7,9924197;3476;0
0,088259846;1,8436501;7,953193;3486;0
0,10787315;1,9122967;7,9335794;3496;0
0,10787315;2,0005565;7,943386;3507;0
0,1176798;2,0790098;8,0120325;3516;0
0,1176798;2,1084297;8,061066;3526;0
0,088259846;2,1378496;8,1101;3537;0
0,049033247;2,2064962;8,13952;3546;0
-0,0392266;2,2849493;8,217973;3556;0
-0,0392266;2,294756;8,257199;3567;0
-0,06864655;2,2849493;8,414105;3599;0
-0,049033247;2,3045628;8,551398;3599;0
-0,00980665;2,294756;8,669079;3599;0
-0,0392266;2,3437893;8,776952;3607;0
-0,0588399;2,353596;8,963278;3616;0
-0,06864655;2,3830159;9,090764;3626;0
-0,0588399;2,4124358;9,267284;3636;0
-0,098066494;2,353596;9,48303;3647;0
-0,16671304;2,3339827;9,747809;3657;0
-0,26477954;2,3830159;9,92433;3666;0
-0,32361946;2,353596;10,110656;3677;0
-0,32361946;2,324176;10,296982;3686;0
-0,32361946;2,294756;10,404856;3696;0
-0,2549729;2,3045628;10,502922;3710;0
-0,1569064;2,3339827;10,512729;3717;0
-0,088259846;2,3437893;10,473502;3727;0
-0,0588399;2,353596;10,483309;3736;0
-0,098066494;2,294756;10,512729;3746;0
-0,2157463;2,3143694;10,5715685;3757;0
-0,2157463;2,3143694;10,787314;3766;0
-0,46091253;2,0692031;11,179581;3777;0
-0,3334261;2,0692031;11,179581;3786;0
-0,14709975;1,6769371;12,03276;3797;0
-0,10787315;1,5200307;12,483865;3807;0
-0,10787315;1,5200307;12,483865;3818;0
-0,1176798;1,2944778;12,827098;3826;0
-0,18632634;1,0689248;12,905551;3836;0
-0,2157463;0,9120184;12,738838;3847;0
-0,26477954;0,8531785;12,336765;3856;0
-0,40207264;0,83356524;11,875853;3868;0
-0,49033248;0,9120184;11,346293;3876;0
-0,48052585;0,9904716;10,797121;3886;0
-0,4511059;0,97085834;10,247949;3896;0
-0,4707192;1,0296983;9,914523;3906;0
-0,5001391;1,0689248;9,757616;3916;0
-0,4314926;1,0689248;9,728196;3928;0
-0,40207264;1,0787314;9,845877;3936;0
-0,26477954;1,0885382;10,081236;3946;0
-0,1372931;1,0983448;10,267562;3956;0
-0,02941995;1,0689248;10,463696;3966;0
0,049033247;1,0296983;10,542149;3976;0
0,1176798;1,0198916;10,551955;3986;0
0,088259846;1,0395049;10,502922;3996;0
0,0588399;1,1081514;10,346016;4006;0
-0,00980665;1,176798;10,159689;4016;0
-0,0196133;1,1964113;10,002783;4026;0
-0,0588399;1,2552512;9,83607;4038;0
-0,1372931;1,3140911;9,68897;4047;0
-0,17651969;1,3925443;9,551677;4056;0
-0,12748645;1,4513842;9,404577;4067;0
-0,0784532;1,4709975;9,286898;4076;0
0,00980665;1,5102241;9,198637;4086;0
0,088259846;1,5592573;9,139797;4096;0
0,22555295;1,6475172;9,061344;4106;0
0,28439283;1,6769371;9,012311;4116;0
0,3334261;1,7750036;8,953471;4129;0
0,32361946;1,7946169;8,884825;4136;0
0,2941995;1,7946169;8,845598;4147;0
0,3138128;1,8632635;8,767145;4156;0
0,2549729;1,9122967;8,737725;4166;0
0,2157463;1,9122967;8,678885;4176;0
0,22555295;1,9221034;8,590625;4186;0
0,2157463;1,9221034;8,600431;4196;0
0,2157463;1,8534569;8,551398;4206;0
0,19613299;1,8534569;8,502365;4216;0
0,20593965;1,9122967;8,463139;4226;0
0,18632634;1,9122967;8,482752;4236;0
0,14709975;1,9613299;8,590625;4246;0
0,14709975;1,9613299;8,737725;4258;0
0,14709975;1,9711366;8,875018;4266;0
0,16671304;1,9809432;9,0515375;4276;0
0,17651969;1,9613299;9,228058;4290;0
0,22555295;1,9515233;9,45361;4296;0
0,28439283;1,9122967;9,620323;4306;0
0,30400613;1,8828768;9,816457;4317;0
0,2941995;1,8338435;10,071429;4326;0
0,2549729;1,7946169;10,287175;4337;0
0,16671304;1,7946169;10,385242;4347;0
0,0392266;1,8338435;10,385242;4356;0
-0,1176798;1,9221034;10,463696;4368;0
-0,0588399;1,9809432;10,502922;4377;0
0,14709975;1,8926834;10,444082;4388;0
0,4118793;1,7553903;10,650022;4396;0
0,65704554;1,6180972;10,934415;4406;0
0,8629852;1,539644;11,365907;4417;0
0,9904716;1,4121575;11,73856;4427;0
1,0885382;1,2748644;12,042566;4436;0
1,0395049;1,147378;12,336765;4446;0
0,98066497;0,9610517;12,601545;4456;0
0,9414384;0,83356524;12,660385;4466;0
0,98066497;0,7256921;12,611352;4478;0
0,9414384;0,6864655;12,415218;4486;0
0,89240515;0,65704554;12,160246;4498;0
0,89240515;0,6668522;11,660107;4506;0
0,89240515;0,6668522;11,032481;4516;0
0,9022118;0,69627213;10,610795;4526;0
0,9022118;0,69627213;10,610795;4536;0
0,98066497;0,79433864;9,973363;4546;0
1,0591182;0,92182505;9,492837;4556;0
1,1669914;1,0296983;9,129991;4566;0
1,3533176;1,1277647;8,943665;4576;0
1,4808041;1,2258313;8,875018;4588;0
1,5592573;1,2062179;8,953471;4596;0
1,6377105;1,176798;9,012311;4606;0
1,6573238;1,0983448;9,129991;4616;0
1,6279038;1,0100849;9,208445;4626;0
1,5102241;0,9610517;9,218251;4636;0
1,343511;0,951245;9,208445;4646;0
1,2552512;0,93163174;9,169217;4656;0
1,1179581;0,9610517;9,15941;4666;0
0,97085834;0,93163174;9,110377;4676;0
0,88259846;1,0002782;8,943665;4686;0
0,75511205;1,0591182;8,884825;4700;0
0,6276256;1,1669914;8,816178;4708;0
0,49033248;1,2944778;8,747532;4716;0
0,46091253;1,4121575;8,678885;4726;0
0,40207264;1,5886773;8,639658;4737;0
0,36284605;1,7161638;8,620045;4747;0
0,3334261;1,8632635;8,600431;4756;0
0,2745862;2,0593965;8,551398;4766;0
0,22555295;2,2261095;8,561205;4776;0
0,2157463;2,3634026;8,600431;4786;0
0,1569064;2,441856;8,688692;4796;0
0,0784532;2,5595355;8,806372;4808;0
0,0196133;2,6968286;8,884825;4817;0
-0,06864655;2,824315;8,943665;4826;0
-0,17651969;2,912575;9,012311;4837;0
-0,2745862;2,9812214;9,012311;4847;0
-0,30400613;2,991028;9,012311;4856;0
-0,3334261;2,941995;9,002504;4867;0
-0,37265268;2,912575;9,002504;4876;0
-0,38245934;2,8733485;9,022118;4886;0
-0,38245934;2,8047018;9,080957;4896;0
-0,3334261;2,7164419;9,218251;4906;0
-0,34323275;2,6477954;9,335931;4918;0
-0,35303938;2,5399222;9,48303;4926;0
-0,37265268;2,520309;9,68897;4936;0
-0,34323275;2,441856;9,7183895;4946;0
-0,24516624;2,3634026;9,855683;4956;0
-0,2353596;2,324176;9,845877;4966;0
-0,2549729;2,3437893;9,767424;4976;0
-0,2941995;2,3437893;9,679163;4987;0
-0,26477954;2,294756;9,757616;4996;0
-0,18632634;2,0790098;10,061623;5008;0
-0,06864655;1,9221034;10,5715685;5016;0
0,1569064;1,7750036;11,071708;5029;0
0,2941995;1,5788707;11,581654;5036;0
0,28439283;1,3238977;12,150439;5046;0
0,18632634;1,1277647;12,621159;5056;0
0,06864655;0,8727918;12,885938;5066;0
-0,10787315;0,69627213;12,925164;5078;0
-0,34323275;0,60801226;12,787871;5086;0
-0,5099458;0,6472389;12,572125;5096;0
-0,60801226;0,6374322;12,297539;5106;0
-0,60801226;0,6766588;11,895466;5116;0
-0,56878567;0,75511205;11,4247465;5126;0
-0,51975244;0,89240515;11,012868;5138;0
-0,49033248;0,9904716;10,5715685;5146;0
-0,60801226;1,0885382;10,149882;5156;0
-0,7256921;1,2552512;9,816457;5166;0
-0,8139519;1,372931;9,57129;5176;0
-0,93163174;1,4611908;9,414384;5186;0
-1,0296983;1,4808041;9,355544;5197;0
-1,0983448;1,5298374;9,277091;5206;0
-1,1571847;1,4709975;9,267284;5216;0
-1,2650578;1,3925443;9,306511;5226;0
-1,3827376;1,3042845;9,277091;5236;0
-1,5494506;1,2062179;9,316318;5247;0
-1,706357;1,1964113;9,404577;5257;0
-1,706357;1,1964113;9,404577;5266;0
-1,8534569;1,1866046;9,4241905;5276;0
-1,99075;1,1179581;9,433997;5286;0
-2,1378496;1,0787314;9,48303;5296;0
-2,2261095;1,0885382;9,51245;5306;0
-2,3045628;1,0787314;9,51245;5316;0
-2,2359161;1,0493115;9,581097;5326;0
-2,1672697;1,0296983;9,60071;5336;0
-2,0201697;1,0885382;9,65955;5346;0
-1,8926834;1,1081514;9,68897;5358;0
-1,7946169;1,1571847;9,68897;5366;0
-1,6965504;1,1964113;9,669356;5376;0
-1,6180972;1,2258313;9,698776;5386;0
-1,5102241;1,2944778;9,708583;5397;0
-1,372931;1,343511;9,708583;5406;0
-1,2944778;1,343511;9,738003;5416;0
-1,1866046;1,3631244;9,767424;5426;0
-1,0002782;1,3533176;9,826263;5436;0
-0,9120184;1,343511;9,845877;5446;0
-0,79433864;1,372931;9,89491;5457;0
-0,7747253;1,3631244;9,875297;5469;0
-0,78453195;1,4023509;9,80665;5476;0
-0,8041453;1,4121575;9,68897;5486;0
-0,83356524;1,4317709;9,502644;5497;0
-0,8629852;1,4513842;9,296704;5507;0
-0,89240515;1,4611908;9,022118;5516;0
-0,97085834;1,4709975;8,747532;5526;0
-1,0689248;1,4611908;8,561205;5536;0
-1,1669914;1,5102241;8,423912;5546;0
-1,2552512;1,5592573;8,316039;5556;0
-1,3238977;1,5788707;8,257199;5566;0
-1,3827376;1,5788707;8,188553;5588;0
-1,4219642;1,5788707;8,1983595;5588;0
-1,5004175;1,5886773;8,296426;5598;0
-1,4906107;1,706357;8,463139;5606;0
-1,4808041;1,7946169;8,669079;5618;0
-1,4906107;1,8534569;8,894631;5626;0
-1,4808041;1,90249;9,071151;5636;0
-1,4709975;1,9809432;9,228058;5647;0
-1,4219642;2,0593965;9,384964;5656;0
-1,3533176;2,0888164;9,45361;5666;0
-1,3238977;2,0692031;9,65955;5676;0
-1,3042845;2,0593965;9,83607;5687;0
-1,176798;2,0005565;10,081236;5699;0
-1,0689248;1,9122967;10,444082;5706;0
-0,9414384;1,7553903;10,777508;5716;0
-0,8629852;1,6279038;11,032481;5726;0
-0,8237586;1,5200307;11,248227;5737;0
-0,74530536;1,4023509;11,38552;5746;0
-0,69627213;1,3238977;11,463974;5756;0
-0,65704554;1,2258313;11,581654;5766;0
-0,60801226;1,147378;11,59146;5776;0
-0,55897903;1,0493115;11,542427;5786;0
-0,4314926;0,9904716;11,503201;5798;0
-0,3334261;0,97085834;11,346293;5808;0
-0,20593965;0,9022118;11,218807;5816;0
-0,0196133;0,8139519;11,179581;5826;0
0,0588399;0,7256921;11,071708;5836;0
0,10787315;0,69627213;10,954028;5846;0
0,1176798;0,6864655;10,7578945;5857;0
0,0784532;0,70607877;10,689248;5866;0
0,0196133;0,6472389;10,640215;5876;0
0,0784532;0,57859236;10,679441;5886;0
0,2353596;0,4511059;10,797121;5896;0
0,4707192;0,2549729;10,993255;5906;0
0,61781895;0,049033247;11,38552;5917;0
0,6766588;-0,1569064;11,728753;5926;0
0,57859236;-0,30400613;12,013146;5936;0
0,4118793;-0,28439283;12,268119;5946;0
0,2549729;-0,2549729;12,405412;5956;0
0,19613299;-0,20593965;12,366185;5967;0
0,1569064;-0,1569064;12,189666;5977;0
0,12748645;-0,098066494;11,895466;5986;0
0,16671304;-0,1176798;11,62088;5996;0
0,20593965;-0,14709975;11,26784;6006;0
0,2745862;-0,1176798;10,836348;6016;0
0,2745862;-0,12748645;10,502922;6027;0
0,40207264;-0,12748645;10,502922;6036;0
0,78453195;-0,0196133;10,130269;6047;0
0,78453195;-0,0196133;10,130269;6056;0
1,0198916;0,049033247;10,042009;6066;0
1,2258313;0,12748645;9,9047165;6076;0
1,3827376;0,19613299;9,83607;6086;0
1,4121575;0,2941995;9,728196;6098;0
1,4808041;0,35303938;9,581097;6106;0
1,4808041;0,4314926;9,355544;6116;0
1,4709975;0,46091253;9,15941;6126;0
1,3337044;0,51975244;8,953471;6138;0
1,1375713;0,5491724;8,835792;6147;0
0,92182505;0,5393657;8,718112;6156;0
0,6668522;0,5491724;8,620045;6166;0
