rawX;rawY;rawZ;timestampsensorType;
1,8338435;4,422799;7,923773;13485;0
1,7553903;4,511059;7,6589932;13490;0
1,735777;4,648352;7,3451805;13500;0
1,735777;4,658159;7,0411744;13510;0
1,6279038;4,6091256;6,560649;13520;0
1,539644;4,4620256;6,099736;13530;0
1,4808041;4,305119;5,658437;13541;0
1,4709975;4,1285996;5,295591;13550;0
1,5298374;3,8245933;5,0798445;13560;0
1,5298374;3,5205872;4,932745;13570;0
1,372931;3,246001;4,8248715;13580;0
1,1866046;2,9714148;4,7758384;13592;0
0,9414384;2,6772153;4,864098;13600;0
0,74530536;2,3634026;5,011198;13610;0
0,7256921;2,0888164;5,148491;13620;0
0,7256921;1,8730701;5,5113373;13630;0
0,83356524;1,7259704;6,1193495;13640;0
1,0591182;1,343511;6,943108;13651;0
1,4513842;0,69627213;7,9924197;13660;0
1,9417167;-0,088259846;9,326124;13671;0
2,324176;-0,7354987;10,699055;13680;0
2,5889556;-1,2846711;12,150439;13690;0
2,6968286;-1,735777;13,533176;13702;0
2,6674087;-2,0201697;14,886495;13711;0
2,5105023;-2,1672697;15,749479;13721;0
2,5105023;-2,1672697;15,749479;13730;0
2,2457228;-2,2751427;16,053486;13740;0
1,7750036;-2,186883;15,729866;13750;0
1,0689248;-1,5494506;14,719781;13760;0
0,57859236;-0,7256921;13,58221;13770;0
0,2353596;-0,7256921;12,317152;13781;0
0,10787315;0,69627213;10,983448;13791;0
0,14709975;1,4317709;9,875297;13801;0
0,10787315;2,010363;8,953471;13812;0
0,0784532;2,5595355;8,217973;13820;0
0,0784532;3,0106416;7,7178335;13834;0
0,14709975;3,3440676;7,423634;13840;0
0,28439283;3,5303938;7,276534;13851;0
0,44129923;3,6186538;7,2863407;13860;0
0,5393657;3,5696206;7,4334407;13870;0
0,6276256;3,4519408;7,8257065;13880;0
0,78453195;3,1185145;8,3846855;13890;0
0,69627213;2,8733485;9,15941;13901;0
0,35303938;2,883155;9,86549;13910;0
-0,0588399;2,9616082;10,875574;13927;0
-0,5001391;3,0694814;11,993532;13930;0
-0,7747253;3,3440676;13,3174305;13943;0
-0,7256921;3,246001;14,808042;13950;0
-0,38245934;2,8929617;16,2202;13962;0
-0,38245934;2,5399222;17,436224;13970;0
0,3334261;2,2457228;18,514956;13980;0
0,5982056;2,0495899;19,122967;13990;0
0,8237586;1,9711366;19,073935;14000;0
0,9022118;1,9711366;18,407082;14010;0
0,7747253;2,186883;17,249897;14020;0
0,6668522;2,5497289;15,6906395;14039;0
0,61781895;2,9616082;14,052929;14042;0
0,6374322;3,2950344;12,395605;14050;0
0,7747253;3,5696206;10,895188;14060;0
0,8531785;3,9618864;9,581097;14070;0
0,9414384;4,3345394;8,521978;14080;0
1,1081514;4,677772;7,6688;14090;0
1,372931;4,8739047;7,001948;14100;0
1,6671305;4,883712;6,413549;14110;0
1,8044236;4,834678;5,9526362;14120;0
1,7848103;4,7169986;5,521144;14130;0
1,6475172;4,511059;5,040618;14142;0
1,4121575;4,226666;4,5208654;14150;0
1,1179581;3,9618864;3,971693;14160;0
0,8041453;3,7363336;3,3931007;14170;0
0,55897903;3,5107806;2,991028;14180;0
0,42168593;3,3146477;2,6968286;14190;0
0,39226598;3,1479347;2,5595355;14201;0
0,4118793;3,0106416;2,5987623;14210;0
0,48052585;2,824315;2,8635418;14220;0
0,49033248;2,6968286;3,0890946;14230;0
0,4511059;2,5497289;3,2950344;14240;0
0,3138128;2,3830159;3,5892339;14251;0
0,2745862;2,2163029;3,89324;14260;0
0,2549729;1,8730701;4,4424124;14270;0
0,2941995;1,4317709;5,2563643;14280;0
0,5393657;0,7256921;6,8058147;14290;0
1,1669914;-0,44129923;8,973084;14300;0
1,6867437;-1,6475172;10,993255;14310;0
1,8926834;-2,3732092;12,778065;14320;0
1,8828768;-2,7262487;14,249063;14330;0
1,6377105;-3,049868;15,27876;14340;0
1,2944778;-3,246001;15,808319;14351;0
0,92182505;-3,1381278;15,837739;14362;0
0,74530536;-2,7850885;15,376827;14372;0
0,7747253;-2,294756;14,376549;14382;0
0,89240515;-1,5984839;13,111491;14390;0
1,1081514;-0,7354987;11,669913;14400;0
1,2748644;0,12748645;10,189109;14410;0
1,343511;0,9120184;8,825985;14421;0
1,343511;0,9120184;8,825985;14430;0
1,2748644;1,6965504;7,678607;14441;0
0,65704554;3,1283212;6,521422;14451;0
0,30400613;3,8442068;6,717555;14460;0
0,30400613;4,422799;7,227501;14479;0
0,30400613;4,8935184;7,8453197;14481;0
-0,2941995;4,8935184;7,8453197;14491;0
-0,55897903;5,3053975;8,502365;14502;0
-0,74530536;5,7172766;9,080957;14510;0
-0,8041453;6,021283;9,433997;14520;0
-0,75511205;6,1978025;9,551677;14530;0
-0,57859236;6,237029;9,816457;14540;0
-0,3138128;6,266449;10,277369;14550;0
-0,14709975;6,03109;11,875853;14562;0
0,049033247;6,0114765;11,875853;14570;0
0,19613299;5,5603704;12,964391;14582;0
0,22555295;4,8248715;13,866603;14590;0
0,0784532;4,089373;14,239256;14600;0
-0,18632634;3,500974;14,160802;14611;0
-0,49033248;3,0400615;13,78815;14621;0
-0,74530536;2,775282;13,229171;14630;0
-0,8727918;2,4712758;12,581932;14640;0
-0,79433864;2,2261095;11,7973995;14650;0
-0,5295591;1,99075;11,032481;14660;0
-0,19613299;1,7161638;10,326403;14670;0
0,0784532;1,4906107;9,45361;14680;0
0,2549729;1,372931;8,600431;14691;0
0,28439283;1,2454445;7,708027;14700;0
0,2353596;1,0493115;6,913688;14711;0
0,10787315;0,93163174;6,3252892;14720;0
-0,00980665;0,7649187;5,991863;14730;0
-0,12748645;0,60801226;5,8153434;14740;0
-0,26477954;0,5393657;5,6192102;14751;0
-0,3334261;0,4314926;5,403464;14760;0
-0,2157463;0,17651969;5,148491;14770;0
-0,00980665;-0,049033247;4,8935184;14780;0
0,3334261;-0,2745862;4,7954516;14790;0
0,75511205;-0,5295591;4,962165;14820;0
1,1571847;-0,60801226;5,236751;14820;0
1,3631244;-0,5099458;5,423077;14822;0
1,4513842;-0,44129923;5,462304;14832;0
1,5690639;-0,5001391;5,5015306;14840;0
1,7553903;-0,7649187;5,6094036;14850;0
2,0397832;-0,97085834;6,1487694;14861;0
2,265336;-0,7747253;7,001948;14870;0
2,4222424;-0,4314926;8,159133;14880;0
2,490889;-0,02941995;9,4241905;14890;0
2,8929617;0,4314926;10,836348;14900;0
3,5205872;0,7649187;12,150439;14915;0
4,1384063;1,0493115;13,238977;14920;0
4,5993185;1,6475172;14,180415;14932;0
4,8248715;2,6477954;15,0237875;14944;0
4,9131317;3,8834333;15,680833;14951;0
4,903325;5,1582975;16,082905;14960;0
4,648352;5,991863;16,122131;14970;0
4,059953;6,4037423;15,563153;14981;0
3,216581;6,5704556;14,553068;14990;0
2,0299766;6,364516;13,307624;15000;0
0,9610517;5,88399;12,101406;15010;0
0,0784532;4,834678;11,130548;15020;0
-0,7747253;3,5303938;10,542149;15030;0
-1,6867437;2,2261095;10,179302;15103;0
-2,657602;0,9120184;10,218529;15103;0
-3,5303938;-0,16671304;10,453889;15103;0
-3,86382;-0,951245;10,885382;15103;0
-3,559814;-1,2748644;11,866046;15103;0
-2,8341217;-1,0002782;12,836905;15103;0
-1,5984839;-0,5491724;13,915636;15103;0
-0,2941995;0,00980665;14,974754;15110;0
0,97085834;0,7747253;16,053486;15120;0
1,9809432;1,5592573;17,347963;15131;0
2,5301156;1,99075;18,514956;15140;0
2,5595355;2,0692031;19,26026;15151;0
2,5595355;2,0692031;19,574074;15160;0
1,6867437;1,9711366;19,113161;15171;0
0,9022118;2,0397832;17,848103;15181;0
0,92182505;2,0397832;17,848103;15190;0
-0,4314926;2,265336;13,935249;15202;0
-0,4314926;2,265336;13,935249;15211;0
-0,951245;2,2163029;11,807206;15220;0
-1,3925443;2,1182363;9,787037;15230;0
-1,8534569;2,010363;8,149326;15240;0
-2,1476562;1,9221034;6,7567816;15250;0
-2,3437893;1,9122967;5,550564;15262;0
-2,3732092;1,8828768;4,5502853;15270;0
-2,2849493;1,7161638;3,6578803;15280;0
-2,0201697;1,5004175;2,7066352;15290;0
-1,7848103;1,147378;1,7946169;15300;0
-1,5690639;0,70607877;1,0591182;15310;0
-1,4611908;0,36284605;0,4118793;15322;0
-1,4808041;0,1569064;-0,02941995;15330;0
-1,3631244;-0,049033247;-0,2941995;15341;0
-1,2258313;-0,42168593;-0,22555295;15350;0
-1,1866046;-0,84337187;-0,0392266;15360;0
-1,2650578;-1,3042845;0,5001391;15370;0
-1,3925443;-1,6180972;1,2552512;15380;0
-1,5004175;-1,6671305;2,010363;15390;0
-1,3925443;-1,3337044;2,9027684;15400;0
-0,83356524;-0,9414384;3,7657535;15411;0
0,049033247;-0,70607877;4,628739;15420;0
0,97085834;-0,2353596;5,6388235;15432;0
1,3827376;0,3138128;7,0411744;15441;0
1,0983448;1,0885382;8,267006;15450;0
0,6668522;1,90249;9,384964;15461;0
0,57859236;2,5889556;10,904995;15471;0
0,56878567;3,1871612;12,964391;15480;0
0,8041453;4,020726;15,200307;15490;0
1,5200307;4,707192;17,053764;15500;0
2,3437893;5,0504246;18,083462;15510;0
3,304841;5,217138;18,867994;15520;0
3,971693;5,423077;18,975868;15530;0
4,001113;6,0114765;18,063848;15541;0
3,4911673;6,580262;16,602657;15551;0
2,4810824;6,688135;14,788428;15560;0
1,0591182;5,933023;13,180138;15570;0
-0,7256921;4,452219;11,728753;15580;0
-2,5301156;2,7360554;10,885382;15590;0
-4,0109196;1,0395049;11,003061;15600;0
-4,981778;-0,35303938;11,885659;15610;0
-5,148491;-1,4317709;13,46453;15620;0
-4,403186;-2,490889;15,45528;15630;0
-2,687022;-3,4911673;17,465643;15640;0
-0,48052585;-3,7951734;18,740507;15652;0
1,9122967;-3,2263877;19,37794;15660;0
3,8834333;-2,0888164;19,691753;15670;0
5,207331;-0,79433864;19,84866;15680;0
5,9428296;0,51975244;19,927113;15690;0
6,050703;1,8240368;19,750593;15702;0
5,6682434;3,0106416;18,465921;15710;0
5,040618;4,059953;16,553625;15720;0
4,226666;4,8248715;14,347129;15730;0
3,246001;5,148491;12,150439;15741;0
2,432049;5,0994577;10,071429;15750;0
1,6965504;4,5404787;8,463139;15761;0
0,98066497;3,6774936;7,119628;15772;0
0,20593965;2,8341217;6,129156;15782;0
-0,5393657;2,0593965;5,4328837;15790;0
-1,1375713;1,3337044;4,8052583;15800;0
-1,5298374;0,6864655;4,256086;15811;0
-1,8240368;0,26477954;3,726527;15822;0
-2,010363;0,088259846;3,275421;15831;0
-2,0790098;0,1176798;2,853735;15840;0
-2,0201697;0,35303938;2,4712758;15851;0
-1,8436501;0,61781895;2,1574628;15864;0
-1,5592573;0,79433864;1,9122967;15870;0
-1,2748644;0,951245;1,8436501;15881;0
-1,2748644;0,951245;1,8436501;15890;0
-1,0296983;1,0885382;1,7946169;15900;0
-0,78453195;1,1964113;1,8828768;15910;0
-0,57859236;1,1866046;1,9417167;15920;0
-0,26477954;1,1866046;1,8044236;15930;0
-0,02941995;1,0395049;1,5494506;15940;0
-0,0196133;0,8237586;1,3042845;15950;0
-0,4707192;0,7354987;1,2454445;15960;0
-1,1866046;0,65704554;1,3631244;15974;0
-1,8730701;0,48052585;1,7848103;15980;0
-2,353596;0,26477954;2,324176;15992;0
-2,5595355;0,12748645;2,8439283;16000;0
-2,520309;0,1372931;3,383294;16010;0
-2,4712758;0,34323275;4,1285996;16021;0
-2,353596;0,588399;4,726805;16030;0
-1,93191;0,4707192;5,0308113;16041;0
-1,6867437;0,2941995;5,462304;16050;0
-1,9417167;0,4707192;6,099736;16060;0
-2,186883;0,79433864;6,835235;16070;0
-2,490889;1,0885382;7,9924197;16082;0
-2,9027684;1,3533176;9,110377;16090;0
-3,550007;1,7946169;12,326959;16104;0
-3,550007;1,7946169;12,326959;16110;0
-3,6873002;2,294756;14,278482;16120;0
-3,1577413;2,294756;16,259426;16130;0
-2,186883;1,7259704;18,132496;16140;0
-1,3827376;0,9022118;19,073935;16150;0
-0,7256921;0,098066494;19,544653;16160;0
-0,18632634;-0,88259846;19,770206;16172;0
0,14709975;-1,706357;19,652527;16180;0
0,2353596;-2,1182363;19,113161;16193;0
0,0196133;-2,0692031;18,181528;16200;0
-0,2353596;-1,9221034;17,034151;16211;0
-0,61781895;-1,6279038;16,043678;16220;0
-1,1081514;-1,1277647;15,367021;16231;0
-1,1571847;-0,9120184;15,121854;16240;0
-0,93163174;-1,0493115;15,1905;16252;0
-0,61781895;-0,9904716;15,229727;16260;0
-0,51975244;-0,56878567;15,298373;16271;0
-0,588399;0,06864655;15,357214;16282;0
-0,55897903;0,46091253;15,24934;16290;0
-0,57859236;0,7256921;15,043401;16305;0
-0,75511205;1,0493115;14,906108;16310;0
-1,0100849;1,3533176;14,906108;16320;0
-1,2258313;1,5592573;15,092434;16330;0
-1,2650578;1,706357;15,210114;16341;0
-1,2062179;1,8828768;15,465087;16350;0
-1,176798;1,9417167;15,788706;16360;0
-1,0689248;1,90249;16,122131;16370;0
-0,9904716;1,7455837;16,357492;16380;0
-0,9414384;1,5592573;16,534012;16390;0
-0,74530536;1,2650578;16,543818;16400;0
-0,51975244;0,951245;16,426138;16411;0
-0,26477954;0,7354987;16,141745;16420;0
-0,14709975;0,6472389;15,749479;16430;0
-0,049033247;0,65704554;15,406247;16440;0
0,0196133;0,61781895;15,112047;16450;0
0,0588399;0,6472389;14,827655;16460;0
0,14709975;0,6668522;14,494228;16470;0
0,18632634;0,71588546;14,141189;16480;0
0,26477954;0,7256921;13,778343;16490;0
0,3138128;0,7354987;13,474337;16500;0
0,30400613;0,74530536;13,091877;16510;0
0,2549729;0,71588546;12,630965;16522;0
0,18632634;0,74530536;12,111213;16530;0
0,1569064;0,7354987;11,70914;16541;0
0,098066494;0,6864655;11,346293;16550;0
0,1569064;0,6668522;11,012868;16560;0
0,20593965;0,6276256;10,689248;16573;0
0,22555295;0,6276256;10,453889;16583;0
0,2549729;0,61781895;10,179302;16592;0
0,20593965;0,5982056;9,9047165;16602;0
0,1372931;0,5491724;9,77723;16613;0
0,098066494;0,5295591;9,57129;16625;0
0,049033247;0,5393657;9,316318;16633;0
0,049033247;0,5491724;9,002504;16642;0
0,02941995;0,5491724;8,698499;16652;0
-0,00980665;0,5393657;8,3846855;16662;0
-0,0392266;0,6374322;8,13952;16672;0
-0,02941995;0,69627213;7,894353;16683;0
-0,0196133;0,83356524;7,6295733;16692;0
-0,049033247;0,92182505;7,4432473;16702;0
-0,16671304;1,0493115;7,256921;16712;0
-0,26477954;1,1964113;7,1588545;16722;0
-0,24516624;1,2356379;6,9627213;16735;0
-0,32361946;1,3042845;6,766588;16742;0
-0,3138128;1,4415776;6,609682;16755;0
-0,37265268;1,5592573;6,462582;16762;0
-0,34323275;1,6180972;6,433162;16772;0
-0,3138128;1,7161638;6,3939357;16782;0
-0,32361946;1,7455837;6,384129;16792;0
-0,4511059;1,8142302;6,4037423;16802;0
-0,4511059;1,8142302;6,4037423;16812;0
-0,56878567;1,8926834;6,4527755;16822;0
-0,65704554;1,9711366;6,5704556;16832;0
-0,6472389;2,0593965;6,5998755;16846;0
-0,65704554;2,1084297;6,6292953;16852;0
-0,6864655;2,186883;6,7371683;16862;0
-0,7649187;2,324176;6,8548484;16872;0
-0,83356524;2,3830159;7,0411744;16883;0
-0,8139519;2,3732092;7,364794;16892;0
-0,75511205;2,441856;7,63938;16902;0
-0,75511205;2,4712758;7,913966;16912;0
-0,83356524;2,4124358;8,13952;16922;0
-0,9120184;2,4026291;8,306232;16933;0
-1,0787314;2,4124358;8,4925585;16942;0
-1,176798;2,441856;8,639658;16955;0
-1,3140911;2,432049;8,718112;16962;0
-1,3140911;2,4124358;8,747532;16973;0
-1,3337044;2,3732092;8,845598;16982;0
-1,3925443;2,4124358;8,914245;16992;0
-1,4317709;2,4614692;9,0515375;17003;0
-1,4513842;2,4614692;9,257478;17012;0
-1,372931;2,4614692;9,4241905;17022;0
-1,3042845;2,4810824;9,610517;17033;0
-1,2258313;2,5006957;9,80665;17042;0
-1,1964113;2,490889;9,992976;17052;0
-1,1571847;2,4810824;10,110656;17064;0
-1,0591182;2,5105023;10,179302;17074;0
-0,951245;2,5595355;10,189109;17085;0
-0,8237586;2,5791488;10,179302;17092;0
-0,6864655;2,6379888;10,208722;17102;0
-0,5295591;2,687022;10,100849;17112;0
-0,36284605;2,775282;10,032203;17122;0
-0,17651969;2,8047018;9,92433;17132;0
-0,02941995;2,8635418;9,747809;17142;0
0,10787315;2,941995;9,473224;17153;0
0,14709975;3,0596747;9,228058;17162;0
0,16671304;3,0694814;8,953471;17192;0
0,12748645;3,1381278;8,669079;17192;0
0,1176798;3,1479347;8,4925585;17192;0
0,0784532;3,1479347;8,365072;17202;0
0,0588399;3,0890946;8,208166;17212;0
0,0588399;3,049868;8,159133;17222;0
0,088259846;2,941995;8,257199;17232;0
0,06864655;2,912575;8,345459;17242;0
0,1176798;2,9027684;8,541592;17252;0
0,20593965;2,8635418;8,698499;17262;0
0,2549729;2,775282;8,855405;17272;0
0,26477954;2,7262487;8,992698;17282;0
0,34323275;2,7066352;9,228058;17292;0
0,34323275;2,657602;9,443804;17303;0
0,4314926;2,5693421;9,767424;17312;0
0,5491724;2,490889;10,0910425;17322;0
0,6668522;2,3928225;10,483309;17332;0
0,7649187;2,2849493;10,836348;17342;0
0,7649187;2,1084297;11,316874;17352;0
0,8237586;1,8926834;11,6110735;17362;0
0,88259846;1,6082906;11,728753;17372;0
0,84337187;1,4709975;11,660107;17382;0
0,6766588;1,5592573;11,522814;17392;0
0,5001391;1,6279038;11,581654;17402;0
0,30400613;1,7259704;11,699333;17414;0
0,19613299;1,7750036;11,983726;17422;0
0,12748645;1,8338435;12,268119;17432;0
0,0392266;1,8730701;12,444638;17442;0
0,0392266;1,93191;12,405412;17452;0
-0,0392266;1,9221034;12,170053;17462;0
-0,0784532;1,9122967;11,748366;17472;0
-0,10787315;1,93191;11,248227;17482;0
-0,1372931;1,9221034;10,738281;17492;0
-0,098066494;1,8828768;10,375436;17502;0
-0,0392266;1,8730701;10,042009;17512;0
-0,0392266;1,8730701;10,042009;17524;0
0,088259846;1,90249;9,787037;17532;0
0,1569064;1,8926834;9,581097;17542;0
0,30400613;1,8730701;9,492837;17552;0
0,42168593;1,8828768;9,277091;17562;0
0,55897903;1,8926834;9,080957;17572;0
0,6472389;1,9122967;8,825985;17582;0
0,7354987;1,93191;8,620045;17592;0
0,71588546;1,9122967;8,345459;17602;0
0,6276256;1,9417167;8,100293;17612;0
0,4707192;1,99075;7,913966;17622;0
0,35303938;2,0201697;7,806093;17634;0
0,2745862;1,9711366;7,737447;17642;0
0,1372931;1,90249;7,737447;17652;0
0,0784532;1,8534569;7,72764;17662;0
0,0196133;1,8926834;7,7178335;17672;0
0,0392266;1,9221034;7,806093;17682;0
0,0588399;1,90249;7,8257065;17692;0
0,0196133;1,8926834;7,8845463;17702;0
-0,049033247;1,9613299;7,9728065;17712;0
-0,06864655;2,010363;8,0120325;17722;0
-0,0588399;2,0299766;8,070872;17732;0
0,0196133;2,0495899;8,208166;17745;0
0,0392266;2,1378496;8,3846855;17752;0
0,06864655;2,1672697;8,502365;17762;0
0,14709975;2,2359161;8,561205;17772;0
0,18632634;2,3143694;8,620045;17784;0
0,2353596;2,3928225;8,649466;17793;0
0,2941995;2,441856;8,718112;17803;0
0,2157463;2,4712758;8,767145;17812;0
0,1569064;2,5105023;8,855405;17823;0
0,0588399;2,5595355;8,943665;17833;0
0,00980665;2,6477954;9,022118;17843;0
-0,049033247;2,7360554;9,149604;17857;0
-0,14709975;2,7948952;9,384964;17863;0
-0,18632634;2,8341217;9,581097;17872;0
-0,16671304;2,8145084;9,83607;17884;0
-0,1176798;2,7850885;10,032203;17893;0
-0,12748645;2,8341217;10,1989155;17904;0
-0,088259846;2,8635418;10,414662;17913;0
-0,0784532;2,8929617;10,542149;17923;0
-0,0588399;2,9223816;10,738281;17933;0
0,049033247;2,9321883;10,963835;17943;0
0,098066494;2,941995;11,179581;17953;0
0,1569064;2,9518015;11,395327;17966;0
0,1372931;2,9027684;11,53262;17973;0
0,098066494;2,8341217;11,56204;17983;0
-0,0784532;2,775282;11,53262;17993;0
-0,22555295;2,657602;11,630687;18003;0
-0,37265268;2,5301156;11,875853;18012;0
-0,42168593;2,4614692;12,258312;18022;0
-0,36284605;2,3437893;12,552511;18032;0
-0,5491724;2,2163029;12,846711;18042;0
-0,65704554;2,0888164;13,003617;18052;0
-0,7354987;1,93191;12,885938;18062;0
-0,7649187;1,8240368;12,483865;18075;0
-0,8139519;1,7848103;11,866046;18083;0
-0,88259846;1,8338435;11,218807;18092;0
-0,88259846;1,90249;10,620602;18103;0
-0,83356524;1,9613299;10,159689;18112;0
-0,79433864;2,098623;9,816457;18122;0
-0,8139519;2,2261095;9,757616;18132;0
-0,8139519;2,2359161;9,86549;18143;0
-0,75511205;2,1672697;10,0910425;18152;0
-0,70607877;2,0201697;10,355823;18162;0
-0,6766588;1,9417167;10,581375;18172;0
-0,60801226;1,8240368;10,797121;18197;0
-0,61781895;1,735777;10,816734;18197;0
-0,588399;1,6769371;10,650022;18203;0
-0,57859236;1,6965504;10,365629;18212;0
-0,588399;1,7259704;10,051816;18223;0
-0,588399;1,7259704;10,051816;18232;0
-0,5982056;1,7455837;9,767424;18242;0
-0,6276256;1,8044236;9,267284;18253;0
-0,61781895;1,8044236;9,267284;18262;0
-0,6374322;1,8338435;9,139797;18272;0
-0,61781895;1,8338435;9,031924;18282;0
-0,5295591;1,8338435;8,894631;18293;0
-0,5491724;1,8730701;8,737725;18305;0
-0,5491724;1,9122967;8,620045;18312;0
-0,4707192;1,9122967;8,472945;18322;0
-0,40207264;1,8730701;8,345459;18333;0
-0,35303938;1,8730701;8,286619;18342;0
-0,2941995;1,90249;8,316039;18352;0
-0,24516624;1,8632635;8,316039;18362;0
-0,1372931;1,8730701;8,414105;18372;0
-0,0392266;1,8436501;8,531785;18382;0
0,1176798;1,8338435;8,580818;18392;0
0,24516624;1,8436501;8,669079;18402;0
0,34323275;1,8338435;8,796565;18414;0
0,44129923;1,7946169;8,904438;18422;0
0,5099458;1,706357;9,0515375;18432;0
0,5491724;1,5690639;9,218251;18442;0
0,56878567;1,4611908;9,365351;18452;0
0,61781895;1,3533176;9,590903;18462;0
0,69627213;1,2062179;9,816457;18472;0
0,75511205;1,0787314;10,022396;18482;0
0,84337187;0,9022118;10,149882;18492;0
0,89240515;0,8237586;10,277369;18502;0
0,9904716;0,79433864;10,287175;18513;0
1,0983448;0,8531785;10,228335;18523;0
1,2944778;0,79433864;10,306788;18532;0
1,5886773;0,69627213;10,296982;18544;0
1,8436501;0,56878567;10,414662;18552;0
1,9515233;0,55897903;10,650022;18562;0
1,8828768;0,7649187;11,032481;18572;0
1,7946169;0,951245;11,434553;18584;0
1,539644;1,0983448;11,9052725;18592;0
1,2258313;1,2552512;12,366185;18603;0
0,97085834;1,3827376;12,552511;18612;0
0,8531785;1,4121575;12,523091;18622;0
0,8237586;1,4023509;12,317152;18634;0
0,83356524;1,5298374;11,993532;18642;0
0,92182505;1,6573238;11,542427;18652;0
1,176798;1,7161638;10,963835;18662;0
1,5494506;1,7455837;10,424469;18672;0
1,8436501;1,8338435;9,9047165;18682;0
2,0888164;1,93191;9,443804;18692;0
2,2849493;2,010363;8,992698;18702;0
2,4222424;2,1476562;8,678885;18715;0
2,5301156;2,265336;8,3846855;18726;0
2,5693421;2,3732092;8,178746;18733;0
2,520309;2,4516625;7,923773;18744;0
2,4614692;2,5693421;7,7472534;18752;0
2,2751427;2,657602;7,472667;18762;0
2,0790098;2,7262487;7,3157606;18772;0
1,8632635;2,745862;7,050981;18782;0
1,5886773;2,7556686;6,835235;18792;0
1,4415776;2,7654753;6,5998755;18802;0
1,3042845;2,7556686;6,384129;18812;0
1,1081514;2,7556686;6,237029;18824;0
0,951245;2,7654753;6,099736;18832;0
0,84337187;2,7850885;6,0408964;18842;0
0,79433864;2,883155;6,080123;18853;0
0,79433864;2,991028;6,207609;18864;0
0,79433864;3,108708;6,364516;18872;0
0,8531785;3,1381278;6,6587152;18882;0
0,8629852;3,1479347;6,9333014;18892;0
0,83356524;3,167548;7,149048;18902;0
0,75511205;3,2361944;7,453054;18913;0
0,65704554;3,3146477;7,6982203;18923;0
0,65704554;3,3146477;7,6982203;18932;0
0,49033248;3,3636808;8,002226;18942;0
0,35303938;3,383294;8,335652;18952;0
0,17651969;3,383294;8,708305;18964;0
0,0588399;3,412714;9,012311;18972;0
-0,0588399;3,4617474;9,375157;18982;0
-0,16671304;3,5205872;9,757616;18992;0
-0,17651969;3,4617474;10,189109;19003;0
-0,19613299;3,4029074;10,5715685;19012;0
-0,19613299;3,3538742;10,885382;19022;0
-0,18632634;3,304841;11,179581;19032;0
-0,22555295;3,2852278;11,277647;19042;0
-0,28439283;3,2361944;11,405133;19052;0
-0,3138128;3,1479347;11,787593;19062;0
-0,2549729;2,9714148;12,503478;19074;0
-0,0392266;2,853735;13,3174305;19083;0
0,2157463;2,6772153;14,052929;19092;0
0,28439283;2,4614692;14,641328;19102;0
0,3138128;2,2163029;14,974754;19113;0
0,37265268;1,93191;15,053207;19123;0
0,40207264;1,706357;14,798235;19132;0
0,4511059;1,5298374;14,229449;19142;0
0,35303938;1,539644;13,5037565;19153;0
0,2941995;1,6769371;12,817291;19162;0
0,28439283;1,7161638;12,209279;19173;0
0,38245934;1,735777;11,59146;19185;0
0,44129923;1,7553903;11,052094;19192;0
0,48052585;1,8436501;10,650022;19202;0
0,56878567;1,8828768;10,375436;19213;0
0,6864655;1,8436501;10,0910425;19223;0
0,75511205;1,7848103;9,9047165;19232;0
0,83356524;1,7651969;9,610517;19242;0
0,88259846;1,7455837;9,267284;19252;0
0,88259846;1,7455837;8,914245;19263;0
0,84337187;1,7848103;8,610238;19272;0
0,75511205;1,8632635;8,257199;19282;0
0,6668522;1,93191;8,021839;19294;0
0,55897903;1,99075;7,8845463;19302;0
0,5099458;2,0397832;7,8257065;19312;0
0,39226598;2,0790098;7,8159;19325;0
0,36284605;2,0888164;7,806093;19332;0
0,40207264;2,1084297;7,8257065;19342;0
0,4707192;2,098623;7,864933;19352;0
0,5099458;2,1084297;7,894353;19362;0
0,57859236;2,0593965;7,913966;19372;0
0,65704554;2,0397832;7,943386;19383;0
0,7747253;2,0299766;7,953193;19392;0
0,9022118;2,0593965;8,031646;19404;0
0,9904716;2,0495899;8,178746;19412;0
1,0983448;2,0201697;8,257199;19422;0
1,176798;1,9613299;8,316039;19432;0
1,2846711;1,9417167;8,345459;19442;0
1,372931;1,8926834;8,423912;19452;0
1,3631244;1,7946169;8,551398;19462;0
1,3827376;1,706357;8,747532;19473;0
1,3533176;1,6180972;8,943665;19483;0
1,343511;1,4808041;9,031924;19492;0
1,3533176;1,3140911;9,15941;19502;0
1,2748644;1,1866046;9,296704;19515;0
1,2552512;1,1277647;9,48303;19522;0
1,2748644;1,0689248;9,669356;19532;0
1,3631244;0,9610517;9,934136;19543;0
1,4709975;0,88259846;10,140076;19552;0
1,5788707;0,8531785;10,346016;19562;0
1,7161638;0,7256921;10,5715685;19572;0
1,8730701;0,49033248;10,620602;19582;0
2,010363;0,24516624;10,767701;19592;0
2,0593965;0,2745862;11,110934;19603;0
2,0397832;0,5099458;11,542427;19612;0
2,1378496;0,6766588;12,042566;19624;0
2,1378496;0,69627213;12,532898;19632;0
2,0495899;0,69627213;12,532898;19642;0
1,93191;0,8139519;13,033037;19652;0
1,706357;0,9610517;13,288011;19664;0
1,8828768;1,0395049;12,964391;19673;0
1,8828768;1,0395049;12,964391;19683;0
1,9515233;1,2062179;12,405412;19693;0
